ID,Gene Symbol
238510_at,ZNF720
238511_at,UBL7-AS1
238512_at,WNT2B
238513_at,PRRG4
238514_at,TMEM25
238515_at,NUDT16
238516_at,BMPR2
238517_at,KLF7
238518_x_at,GLYCTK
238519_at,DDI2///RSC1A1
238520_at,TRERF1
238521_at,FGF12
238522_at,PPP3CB-AS1
238523_at,KLHL36
238524_at,DENND2D
238525_at,DDX56
238526_at,RAB3IP
238527_at,CLUHP3
238528_at,UBR1
238529_at,
238530_at,NNT
238531_x_at,
238532_at,DPF3
238533_at,EPHA7
238534_at,LRRFIP1
238535_at,CEP152
238536_at,LOC286272
238537_at,CA8
238538_at,ANKRD11
238539_at,HPS3
238540_at,LOC101928623///LOC401320
238541_at,C21orf58
238542_at,ULBP2
238543_x_at,MDGA1
238544_at,
238545_at,BRD7
238546_at,SLC8A1
238547_at,HEXIM2
238548_at,PANK2
238549_at,CBFA2T2
238550_at,RUFY2
238551_at,FUT11
238552_at,
238553_at,AGAP9///AGAP6///BMS1P5
238554_at,CYB5B
238555_at,
238556_at,CAMK2G
238557_at,CHKB-AS1
238558_at,
238559_at,LOC101927402
238560_at,CALCOCO2
238561_s_at,UTP23
238562_at,UTP23
238563_at,
238564_at,FAM171B
238565_at,
238566_at,ZNF334
238567_at,SGPP2
238568_s_at,NPC1
238569_at,GABBR1
238570_at,
238571_at,HOXA13
238572_at,STK16
238573_at,OTUD7B
238574_at,SLC25A51
238575_at,OSBPL6
238576_at,MOCOS
238577_s_at,TSHZ2
238578_at,TMEM182
238579_at,C9orf85
238580_at,
238581_at,GBP5
238582_at,C21orf2
238583_at,MSRB3
238584_at,IQCA1
238585_at,GTDC1
238586_at,
238587_at,UBASH3B
238588_at,
238589_s_at,
238590_x_at,TMEM107
238591_at,
238592_at,
238593_at,C11orf80
238594_x_at,LOC101927562///DUSP8
238595_at,
238596_at,FRA10AC1
238597_at,ANKRD13C
238598_s_at,
238599_at,IRAK1BP1
238600_at,JAKMIP1
238601_at,PHKB
238602_at,DIS3L2
238603_at,MIR9-3HG
238604_at,
238605_at,NOL4
238606_at,ZNF747
238607_at,ZNF296
238608_at,
238609_at,FAM200A
238610_s_at,
238611_at,
238612_at,BRD4
238613_at,ZAK
238614_x_at,ZNF430
238615_at,ERLIN2
238616_at,QDPR
238617_at,KIF26B
238618_at,NF2
238619_at,
238620_at,
238621_at,FMN1
238622_at,RAP2B
238623_at,
238624_at,LOC102724517///NLK
238625_at,C1orf168
238626_at,ANKS6
238627_at,TRAPPC2L
238628_s_at,TRAPPC2L
238629_x_at,
238630_at,OPA3
238631_at,
238632_at,
238633_at,EPC1
238634_x_at,LIPJ
238635_at,TMEM267
238636_at,CACNA1C
238637_at,NUP37
238638_at,SLC37A2
238639_x_at,LOC102724312
238640_at,SMIM12
238641_at,TMEM51-AS1
238642_at,ANKRD13D
238643_at,
238644_at,MYSM1
238645_at,
238646_at,
238647_at,C14orf28
238648_at,
238649_at,PITPNC1
238650_x_at,WDR89
238651_at,
238652_at,
238653_at,LRIG2
238654_at,VSIG10L
238655_at,ACAD10
238656_at,RAD50
238657_at,UBXN10
238658_at,
238659_at,KIAA0141
238660_at,WDFY3
238661_at,MIR124-2HG
238662_at,DPH6
238663_x_at,GRIA4
238664_s_at,MGC12916
238665_at,ZNF865
238666_at,
238667_at,
238668_at,NCKAP1L
238669_at,PTGS1
238670_at,RAD18
238671_at,EPHA4
238672_at,
238673_at,SAMD12
238674_at,
238675_x_at,BTF3L4
238676_at,
238677_at,WDR36
238678_at,LINC01000
238679_at,MESDC2
238680_at,METTL12///SNORA57
238681_at,GDPD1
238682_at,CCDC96
238683_at,ZNF524
238684_at,SETDB2
238685_at,STXBP5-AS1
238686_at,FBXO3
238687_x_at,ZNF770
238688_at,TPM1
238689_at,ADGRF1
238690_at,
238691_at,SCARNA13///SNHG10
238692_at,BTBD11
238693_at,PHC3
238694_at,DGKE
238695_s_at,RAB39B
238696_at,
238697_at,SMIM10L2A
238698_at,CASK
238699_s_at,CASK
238700_at,PIAS2
238701_x_at,COLCA1
238702_at,SPTSSB
238703_at,FAM207A
238704_at,
238705_at,
238706_at,PAPD4
238707_at,
238708_at,ZNF582-AS1
238709_at,ELP2
238710_at,TMEM86A
238711_s_at,ZNF148
238712_at,
238713_at,
238714_at,
238715_at,LOC646014
238716_at,LOC100506990
238717_at,
238718_at,
238719_at,PPP2CA
238720_at,LOC101927057///OMG
238721_at,MDH1B
238722_x_at,NAPEPLD
238723_at,ATXN3
238724_at,
238725_at,IRF1
238726_at,
238727_at,LOC440934
238728_at,MRPS23
238729_x_at,SAV1
238730_at,ARHGEF11
238731_at,SETDB2
238732_at,COL24A1
238733_at,MDM2
238734_at,
238735_at,
238736_at,REV3L
238737_at,TCEANC2
238738_at,
238739_at,IPMK
238740_at,PTGES3L
238741_at,FAM83A
238742_x_at,LOC102724362
238743_at,
238744_at,DPH6
238745_at,
238746_at,PXMP4
238747_at,CACNA1E
238748_at,RAD18
238749_at,
238750_at,CCL28
238751_at,SORBS2
238752_at,GPLD1
238753_at,NCS1
238754_at,PTCH1
238755_at,RASSF10
238756_at,GAS2L3
238757_at,DBF4B
238758_at,
238759_at,CCDC88A
238760_at,YARS
238761_at,ELK4
238762_at,MTHFD2L
238763_at,RBM20
238764_at,CSAD
238765_at,ATP6V1G1
238766_at,
238767_at,
238768_at,C2orf68
238769_at,
238770_at,KIAA1456
238771_at,FBRS
238772_at,ZNF207
238773_at,METTL15
238774_at,
238775_at,ITFG1
238776_x_at,OBSL1
238777_x_at,ATMIN
238778_at,MPP7
238779_at,DCP2
238780_s_at,KCNJ5
238781_at,SREK1
238782_at,WDR13
238783_at,TMEM161B
238784_at,DPY19L2
238785_at,
238786_at,ANK3
238787_at,DENND1B
238788_at,PHBP19
238789_at,KANK1
238790_at,LOC374443
238791_at,ZNF100
238792_at,PCNX1
238793_at,TIGD7
238794_at,SFR1
238795_at,FAM208B
238796_at,
238797_at,TRIM11
238798_at,TAPT1
238799_at,ATP5S
238800_s_at,ZCCHC6
238801_at,RBM33
238802_at,TYSND1
238803_at,HECTD2
238804_at,
238805_at,HSPB2-C11orf52///C11orf52///HSPB2
238806_at,
238807_at,GAPDHP62///ANKRD46
238808_at,HOXA13
238809_at,C5orf51
238810_at,RFX3
238811_at,ATP11B
238812_at,
238813_at,APEX2
238814_at,SLC35C2
238815_at,LRRTM1
238816_at,PSEN1
238817_at,RIMBP2
238818_at,KIAA1429
238819_at,ZNF347
238820_at,TMEM229B
238821_at,CSTF2
238822_at,
238823_at,FMNL3
238824_at,RPS29
238825_at,ACRC
238826_x_at,WDR12
238827_at,SH3RF2
238828_at,MFSD4B
238829_at,
238830_at,SOS2
238831_at,TMEM33
238832_at,KLHL34
238833_at,
238834_at,MYLK3
238835_at,AVPR1A
238836_at,
238837_at,PHF8
238838_at,TCERG1
238839_at,OTX1
238840_at,LRRFIP1
238841_at,PTPDC1
238842_at,LOC102724002
238843_at,NPHP1
238844_s_at,NPHP1
238845_at,SLC30A4
238846_at,TNFRSF11A
238847_at,HOXD10
238848_at,OTUD4
238849_at,ACY1
238850_at,LINC00461///MIR9-2
238851_at,ANKRD13A
238852_at,PRRX1
238853_at,RAB3IP
238854_at,NRAV
238855_at,AHNAK
238856_s_at,PANK2
238857_at,ATE1
238858_at,TIFA
238859_at,FAM149B1
238860_at,OARD1
238861_at,SSBP2
238862_at,MFSD4A
238863_x_at,COG8
238864_at,VWA3A
238865_at,PABPC4L
238866_at,C19orf68
238867_at,TMEM182
238868_at,UACA
238869_at,
238870_at,KCNK9
238871_at,AFDN
238872_at,LOC100128239
238873_at,NPC1
238874_at,LOC100506860
238875_at,
238876_at,
238877_at,EYA4
238878_at,ARX
238879_at,DCUN1D1
238880_at,GTF3A
238881_at,
238882_at,
238883_at,
238884_at,
238885_at,KIAA1549
238886_at,TMED10
238887_at,PARTICL
238888_at,
238889_at,AGBL5
238890_at,BRWD1
238891_at,
238892_at,
238893_at,LINC00936
238894_at,
238895_at,
238896_at,ST3GAL2
238897_at,LRRC28
238898_at,FOXP4-AS1
238899_at,
238900_at,LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1
238901_at,LINC01133
238902_at,
238903_at,UBXN2B
238904_at,NOVA2
238905_at,RHOJ
238906_s_at,RHOJ
238907_at,ZNF780A
238908_at,
238909_at,S100A10
238910_at,CLUHP3
238911_at,STARD10
238912_x_at,C9orf85
238913_at,
238914_at,DCC
238915_at,SMIM10L1
238916_at,LINC00938
238917_s_at,DENND5B
238918_at,
238919_at,PCDH9
238920_at,
238921_at,LOC644794
238922_at,
238923_at,SPOP
238924_at,BMS1P5
238925_at,SNTB2
238926_at,TCONS_00029157
238927_at,
238928_at,
238929_at,SRSF8
238930_at,PPM1N
238931_at,LOC284009///METTL16
238932_at,TSC22D2
238933_at,IRS1
238934_at,
238935_at,RPS27L
238936_at,TMEM178B
238937_at,ZNF420
238938_at,
238939_at,ADD1
238940_at,KLF12
238941_at,TRIM50
238942_at,
238943_at,FIBCD1
238944_at,LOC100505715
238945_at,ACER3
238946_at,
238947_at,
238948_at,TM9SF1
238949_at,RNF145
238950_at,TNFRSF9
238951_at,
238952_x_at,ZNF829
238953_at,SP2-AS1
238954_at,
238955_at,RFTN2
238956_at,EFNA2
238957_at,PDXDC1
238958_at,UBE2E1
238959_at,LARP4
238960_s_at,LARP4
238961_s_at,FNDC3A
238962_at,ZNF681
238963_at,RBM18
238964_at,FIGN
238965_at,C21orf2
238966_at,CELF4
238967_at,
238968_at,
238969_at,PQLC2L
238970_at,
238971_at,
238972_at,
238973_s_at,
238974_at,C2orf69
238975_at,MMAB
238976_at,
238977_at,MCM6
238978_at,
238979_at,LOC101927278
238980_x_at,TEPSIN
238981_at,TMEM223
238982_at,DENR
238983_at,NSUN7
238984_at,REG4
238985_at,CSRNP3
238986_at,LINC-PINT
238987_at,B4GALT1
238988_at,
238989_at,C1GALT1C1
238990_x_at,TRIM61
238991_at,ASB1
238992_at,POLI
238993_at,SNHG4///MATR3
238994_at,OTUD7B
238995_at,SULT1A1
238996_x_at,ALDOA
238997_at,PSORS1C3
238998_x_at,OTUD1
238999_at,
239000_at,BRD4
239001_at,MGST1
239002_at,ASPM
239003_at,
239004_at,SQSTM1
239005_at,
239006_at,SLC26A7
239007_at,ZNF616
239008_at,
239009_at,KIAA0754
239010_at,DUXAP10
239011_at,LOC102724965
239012_at,RNF144B
239013_at,SEC22C
239014_at,CCAR1
239015_at,THAP7-AS1
239016_at,
239017_at,
239018_at,DNAJC30
239019_at,KLF12
239020_at,FUT10
239021_at,TLR6
239022_at,
239023_at,CDC42SE1
239024_at,ZNF148
239025_at,
239026_x_at,AGAP3
239027_at,DOCK8
239028_at,LYPD6
239029_at,TMCC1
239030_at,
239031_at,SSTR2
239032_at,
239033_at,
239034_at,LINC01560
239035_at,MTHFR
239036_at,AGO1
239037_at,GNAS
239038_at,C1orf52
239039_at,
239040_at,HNRNPD
239041_at,HIST1H2AK
239042_at,TSR1
239043_at,ZNF404
239044_at,ITFG1
239045_at,
239046_at,
239047_at,FAM122C
239048_at,
239049_at,CRIPT
239050_s_at,CRIPT
239051_at,FAM21EP///FAM21FP
239052_at,
239053_at,CIAO1
239054_at,SFMBT1
239055_at,LINC-PINT
239056_at,SEC22C
239057_at,LMOD2
239058_at,FOXC2
239059_at,DNAH1
239060_at,
239061_at,TPRXL
239062_at,TNRC6C-AS1
239063_at,
239064_at,
239065_at,DNAJC22
239066_at,
239067_s_at,PANX2
239068_at,GNL1
239069_s_at,
239070_at,
239071_at,RBBP4
239072_at,EMB
239073_at,ANKFY1
239074_at,GRAPL
239075_at,
239076_at,
239077_at,CSGALNACT2
239078_at,BROX
239079_at,ADAM7
239080_at,
239081_at,
239082_at,FZD3
239083_at,ZNF786
239084_at,SNAP29
239085_at,JDP2
239086_at,IDNK
239087_at,ANKS4B
239088_at,
239089_at,
239090_at,FAM161A
239091_at,
239092_at,ITGA8
239093_at,HOGA1
239094_at,LOC730961
239095_at,GRIN2B
239096_at,
239097_at,FRRS1L
239098_at,KCNRG
239099_at,GCOM1///POLR2M
239100_x_at,PCNX1
239101_at,ITCH
239102_s_at,
239103_at,
239104_at,LOC439933
239105_at,
239106_at,CA5BP1
239107_at,LOC145783///ZNF280D
239108_at,FAR2
239109_at,
239110_s_at,
239111_at,PRDM8
239112_at,
239113_at,LOC100507468
239114_at,
239115_at,TMED3
239116_at,ANKRD10
239117_at,
239118_at,KCNA2
239119_at,DNAJC3-AS1
239120_at,TMEM51-AS1
239121_at,
239122_at,
239123_at,TSC22D1
239124_at,
239125_at,SLC25A5-AS1
239126_at,CIRBP-AS1
239127_at,LOC100288860
239128_at,TMEM221
239129_at,
239130_at,MIR3671///MIR101-1
239131_at,
239132_at,NOS1
239133_at,CTDSPL2
239134_at,
239135_at,CPPED1
239136_at,UNC5B-AS1
239137_x_at,C6orf223
239138_at,NAA50
239139_at,CPNE9
239140_at,
239141_at,LOC100126784
239142_at,RFESD
239143_x_at,RNF138
239144_at,B3GAT2
239145_at,ZNF414
239146_at,CLDND1
239147_at,ARSK
239148_at,MARVELD3
239149_at,
239150_at,SNTN
239151_at,BMS1P5
239152_at,
239153_at,HOTAIR
239154_at,
239155_at,CXADR
239156_at,
239157_at,ZSCAN12P1
239158_at,
239159_at,GOSR2
239160_at,
239161_at,FDX1
239162_at,DAPK1-IT1
239163_at,UBE2B
239164_at,
239165_at,
239166_at,
239167_at,
239168_at,LOC400940
239169_at,RDM1
239170_at,ACTR3
239171_at,
239172_x_at,MDFIC
239173_at,PATJ
239174_at,LOC100505912
239175_at,
239176_at,
239177_at,IRGQ
239178_at,FGF9
239179_at,
239180_at,MMP25-AS1
239181_at,CYP2R1
239182_at,HAGLR
239183_at,ANGPTL1
239184_at,
239185_at,ABCA9
239186_at,SERPINB9P1
239187_at,DCAF16
239188_at,PPP2R3C
239189_at,CASKIN1
239190_at,VRK3
239191_at,
239192_at,PARD3B
239193_at,FUBP3
239194_at,DNAJC30
239195_at,LOC105371703
239196_at,ANKRD22
239197_s_at,EZH1
239198_at,EZH1
239199_at,
239200_at,
239201_at,CDK15
239202_at,RAB3B
239203_at,LSMEM1
239204_at,ZNF75A
239205_s_at,CR1L///CR1
239206_at,CR1L
239207_at,KDM5C
239208_s_at,YBEY
239209_at,
239210_at,LOC102724387
239211_at,LOC105371414
239212_at,LTV1
239213_at,SERPINB1
239214_at,LOC100130458
239215_at,LOC100289495
239216_at,TEKT1
239217_x_at,ABCC3
239218_at,PDE1C
239219_at,AURKB
239220_at,
239221_at,ADGRA1
239222_at,SPACA9
239223_s_at,FBXL20
239224_at,FBXL20
239225_at,
239226_at,
239227_at,
239228_at,
239229_at,PHEX
239230_at,HES5
239231_at,ZNF101
239232_at,MSI2
239233_at,CCDC88A
239234_at,
239235_at,
239236_at,
239237_at,TRG-AS1
239238_at,
239239_at,BANCR
239240_at,
239241_at,LOC101928424
239242_at,SLC25A5-AS1
239243_at,ZNF638-IT1///ZNF638
239244_at,LOC100507616
239245_at,
239246_at,FARP1
239247_at,CD99P1
239248_at,SDCBP2-AS1
239249_at,
239250_at,ZNF542P
239251_at,
239252_at,COX7B
239253_at,
239254_at,CCDC40
239255_at,
239256_at,
239257_at,MOV10L1
239258_at,
239259_at,ZNF557
239260_at,CORIN
239261_s_at,CORIN
239262_at,
239263_at,LOC100506813
239264_at,
239265_at,SLC35G1
239266_at,
239267_at,NEK6
239268_at,NDUFS1
239269_at,MIR612///NEAT1
239270_at,PLCXD3
239271_at,SMAD2
239272_at,MMP28
239273_s_at,MMP28
239274_at,
239275_at,LOC101930006///FRMPD2B///FRMPD2
239276_at,
239277_at,
239278_at,BCAS4
239279_at,LOC730102
239280_at,
239281_at,ZDHHC14
239282_at,CEP83
239283_at,TMED5
239284_at,
239285_at,
239286_at,CDH11
239287_at,LOC102724714
239288_at,TNIK
239289_x_at,FAN1
239290_at,FRMPD4
239291_at,TRPM3
239292_at,
239293_at,NRSN1
239294_at,PIK3CG
239295_at,SRSF12
239296_at,
239297_at,LOC101927137///KIAA1456
239298_at,
239299_at,DDI1
239300_at,PIK3C3
239301_at,
239302_s_at,LOC100506922
239303_at,PIWIL2
239304_at,MFSD4A
239305_at,
239306_at,
239307_at,
239308_at,DYRK1A
239309_at,DLX6
239310_at,
239311_at,
239312_at,
239313_at,LOC101928623///LOC401320
239314_at,NHLRC3
239315_at,LOC101928422///TCAF2
239316_at,METTL12///SNORA57
239317_at,
239318_at,FAM118B
239319_at,LINC00992
239320_at,LRRC4B
239321_at,LOC441454
239322_at,CEP41
239323_at,LINC01004
239324_at,
239325_at,DNAJC27-AS1
239326_at,
239327_at,
239328_at,RCSD1
239329_at,RAB21
239330_at,DCAF12L2
239331_at,
239332_at,LOC105371809
239333_x_at,
239334_at,
239335_at,ZNF710
239336_at,THBS1
239337_at,LOC400768
239338_x_at,
239339_at,ZNF397
239340_at,ZNF536
239341_at,
239342_at,DGKZ
239343_at,LOC728705///TMEM263
239344_at,
239345_at,SLC19A3
239346_at,GTF2H3
239347_at,
239348_at,
239349_at,C1QTNF7
239350_at,MARVELD3
239351_at,FKBP3
239352_at,SLC6A15
239353_at,STK32A
239354_at,
239355_at,GMCL1
239356_at,DOCK9-AS2
239357_at,ATP2B2
239358_at,
239359_at,MARCH11
239360_at,LOC102723886
239361_at,
239362_at,NAPA-AS1
239363_at,INIP
239364_at,ETV6
239365_at,SCIN
239366_at,
239367_at,BDNF
239368_at,
239369_at,LCN8
239370_at,LINC01133
239371_at,
239372_at,
239373_at,
239374_at,TRIM65
239375_at,
239376_at,DCLRE1C
239377_at,EIF1AD
239378_at,PITRM1
239379_at,
239380_at,LINC01554
239381_at,KLK7
239382_at,HPS1
239383_at,
239384_at,SRSF1
239385_at,TFG
239386_at,HAVCR1P1
239387_at,
239388_at,RNASET2
239389_at,TARBP2
239390_at,GTDC1
239391_at,FAM120AOS
239392_s_at,POGK
239393_at,
239394_at,SLC6A2
239395_at,ARRDC3-AS1
239396_at,
239397_at,ARHGEF7
239398_at,KLHL31
239399_at,
239400_at,FLJ45513
239401_at,
239402_at,
239403_at,CCDC120
239404_at,
239405_at,
239406_at,ZSCAN9
239407_at,PAXBP1-AS1
239408_at,
239409_at,
239410_at,HK2
239411_at,
239412_at,IRF5
239413_at,CEP152
239414_at,
239415_at,MAP9
239416_at,FBXL6
239417_x_at,C6orf52
239418_x_at,
239419_at,PTPRA
239420_at,LINC01187
239421_at,DLGAP1-AS1
239422_at,GPC2
239423_at,
239424_at,
239425_at,DCUN1D5
239426_at,SLC2A8
239427_at,SLAMF1
239428_at,
239429_at,
239430_at,IGFL1
239431_at,TMED7-TICAM2///TICAM2
239432_at,PSMA3-AS1
239433_at,LRRC8E
239434_at,FGFR1OP
239435_x_at,SHROOM1
239436_at,CHORDC1
239437_at,
239438_at,RAPGEF6
239439_at,AFF4
239440_at,LOC100506858
239441_at,ZNF780A
239442_at,CEP68
239443_at,PCDHB6
239444_at,LOC728024
239445_at,
239446_x_at,DCBLD2
239447_at,TRA2B
239448_at,
239449_at,
239450_at,NDUFV2-AS1
239451_at,
239452_at,
239453_at,
239454_at,SCARF2
239455_at,
239456_at,
239457_at,ATP8B3
239458_at,ALS2CR12
239459_s_at,CYP19A1
239460_at,CYP19A1
239461_at,GALNT15
239462_at,ZNF284
239463_at,
239464_at,KCNJ15
239465_at,
239466_at,DUBR
239467_at,
239468_at,MKX
239469_at,
239470_at,C15orf56
239471_at,LRRC28
239472_at,EHD4
239473_x_at,MAP6D1
239474_at,
239475_at,PXYLP1
239476_at,
239477_at,EFHB
239478_x_at,GPATCH2L
239479_x_at,
239480_at,
239481_at,FAM133A
239482_x_at,ZNF708
239483_at,FLJ37035
239484_at,TRPM7
239485_at,CDH4
239486_at,REL
239487_at,
239488_at,PPM1L
239489_at,
239490_at,COA1
239491_at,CERS5
239492_at,SEC14L4
239493_at,RPL7
239494_at,FBXW7
239495_at,
239496_at,
239497_at,
239498_at,
239499_at,DNAH2
239500_at,EFCAB1
239501_at,
239502_at,
239503_at,CASC10
239504_at,
239505_at,
239506_s_at,LINC00608
239507_at,LINC00608
239508_x_at,CFAP65
239509_at,FLJ16779
239510_at,
239511_s_at,SRSF4
239512_at,SRSF4
239513_at,ADORA2A-AS1
239514_at,LOC100505784
239515_at,
239516_at,
239517_at,LOC100505984///ITGB6
239518_at,LOC102725022
239519_at,
239520_at,
239521_at,MFI2-AS1
239522_at,IL12RB1
239523_at,TUSC5
239524_at,TSSK6
239525_at,CTTNBP2NL
239526_x_at,PTPN1
239527_at,RAB3GAP1
239528_at,PROM2
239529_at,TIFAB///DCANP1
239530_at,ADD2
239531_at,
239532_at,
239533_at,GPR155
239534_at,
239535_at,
239536_at,
239537_at,ST8SIA2
239538_at,ZRANB3
239539_at,
239540_at,
239541_at,
239542_at,ITPR3
239543_s_at,
239544_at,
239545_at,
239546_at,LOC100131053
239547_at,HS3ST6
239548_at,NEGR1
239549_at,
239550_at,RORA
239551_at,
239552_at,VWDE
239553_at,LMO7DN
239554_at,
239555_at,
239556_at,LOC645513
239557_at,
239558_at,LOC100996404
239559_at,
239560_at,LOC101927603
239561_at,
239562_at,MTHFD2L
239563_at,
239564_at,LOC100128198
239565_at,DLG5-AS1
239566_at,
239567_at,
239568_at,PLEKHH2
239569_at,FZD10-AS1
239570_at,RAB1A
239571_at,
239572_at,GJA3
239573_at,
239574_at,
239575_at,OPALIN
239576_at,MTUS1
239577_at,
239578_at,
239579_at,EPHX4
239580_at,GUCY1A3
239581_at,ARL10
239582_at,PML
239583_x_at,PSG5
239584_at,LOC101927653
239585_at,
239586_at,FAM83A
239587_at,TLR3
239588_s_at,
239589_at,
239590_x_at,LOC102724314///FAM95B1
239591_at,
239592_at,
239593_at,TMEM213
239594_at,DRAIC
239595_at,GPX2
239596_at,SLC30A7
239597_at,
239598_s_at,LPCAT2
239599_at,
239600_at,
239601_at,TPGS2
239602_at,BRWD1-IT2
239603_x_at,
239604_at,
239605_x_at,
239606_at,
239607_at,GPR156
239608_at,LPCAT4
239609_s_at,LPCAT4
239610_at,
239611_at,
239612_at,LOC100240734
239613_at,TMED3
239614_x_at,
239615_at,SLC22A5
239616_at,REXO2
239617_at,GHRLOS
239618_at,SEC16B
239619_at,
239620_at,TTC23L
239621_at,
239622_at,TRAP1
239623_at,C5orf63
239624_at,LOC102724689
239625_at,
239626_x_at,TM9SF3
239627_at,
239628_at,
239629_at,CFLAR
239630_at,
239631_at,
239632_at,
239633_at,
239634_at,LOC101927248
239635_at,RBM14
239636_at,MCF2L
239637_at,RAB18
239638_at,
239639_at,
239640_at,LOC101928623///LOC401320
239641_at,SENCR
239642_at,MCPH1-AS1///MCPH1
239643_at,LOC100129516
239644_at,ZC3H8
239645_at,
239646_at,
239647_at,CHST13
239648_at,DCUN1D3
239649_at,
239650_at,NCKAP5
239651_at,ANAPC5
239652_at,
239653_at,
239654_at,CHD9
239655_at,
239656_at,LHFPL3-AS2
239657_x_at,FOXO6
239658_at,
239659_at,
239660_at,RALGAPA2
239661_at,
239662_x_at,TMCC1
239663_x_at,LARP1
239664_at,
239665_at,LOC441179
239666_at,PYGO2
239667_at,SLC3A1
239668_at,
239669_at,
239670_at,WNK2
239671_at,SYT16
239672_at,
239673_at,
239674_at,
239675_at,LINC00900
239676_x_at,FBRSL1
239677_at,
239678_at,
239679_at,
239680_at,WDR76
239681_at,TEPSIN
239682_at,KANSL1L
239683_at,CLYBL
239684_at,TRPM3
239685_at,LINC00900
239686_at,
239687_at,SLX4
239688_at,SMC1A
239689_at,
239690_at,
239691_at,C12orf77
239692_at,
239693_at,SNX24
239694_at,TRIM7
239695_at,JAK1
239696_at,
239697_x_at,C3orf67
239698_at,
239699_s_at,PMS2P5///PMS2P1
239700_at,ZNF710
239701_at,
239702_x_at,
239703_at,
239704_at,RNF144B
239705_at,
239706_x_at,
239707_at,SLC5A10
239708_at,
239709_at,
239710_at,FIGN
239711_at,ADAL
239712_at,CCDC171
239713_at,CASC2
239714_at,
239715_at,
239716_at,
239717_at,CHRNA10
239718_at,LOC654342
239719_at,CD109
239720_at,ZGLP1
239721_at,
239722_at,C5orf49
239723_at,
239724_at,
239725_at,PGAP1
239726_at,ANK3
239727_at,MIR1247///DIO3OS
239728_at,
239729_at,
239730_at,TSSK2///DGCR14
239731_at,
239732_x_at,FAM47C
239733_at,DYDC2
239734_at,
239735_at,
239736_at,LINC01214
239737_at,
239738_at,DACH2
239739_at,SNX24
239740_at,ETV6
239741_at,PYGO1
239742_at,LOC101930415
239743_at,SP8
239744_at,
239745_at,
239746_at,MESDC2
239747_s_at,
239748_x_at,OCIAD1
239749_at,FAF1
239750_x_at,VAPA
239751_at,
239752_at,CECR2
239753_at,ZNF252P
239754_at,SNORD65///SNORD49B///LRRC75A-AS1///SNORD49A
239755_at,
239756_at,
239757_at,ZFAND6
239758_at,
239759_at,
239760_at,COX11
239761_at,GCNT1
239762_at,LOC286437
239763_at,LOC101060179///PRDM11
239764_at,ITPR1-AS1
239765_at,CPEB3
239766_at,
239767_at,LRRC7
239768_x_at,GPATCH2
239769_at,
239770_at,ESYT3
239771_at,CAND1
239772_x_at,DHX30
239773_at,LOC101927446///GTPBP10
239774_at,
239775_at,LOC101927609
239776_at,TMEM232
239777_at,LINC01588
239778_x_at,
239779_at,LOC101930595///PGGHG
239780_at,
239781_at,LINC00545
239782_at,RBP1
239783_at,
239784_at,
239785_at,DZIP1L
239786_at,DCN
239787_at,KCTD4
239788_at,
239789_at,C11orf49
239790_s_at,
239791_at,HOXB-AS3
239792_at,UBL7-AS1
239793_at,
239794_at,
239795_at,
239796_x_at,TIRAP
239797_at,
239798_at,PDK1
239799_at,LINC00476
239800_at,UMPS
239801_at,RNF40
239802_at,SAP30L
239803_at,
239804_at,
239805_at,SLC13A2
239806_at,
239807_at,LOC102724165
239808_at,
239809_at,
239810_at,VASH1
239811_at,
239812_s_at,IQCH
239813_at,IQCH
239814_at,LOC100506860
239815_at,
239816_at,POLD3
239817_at,
239818_x_at,TRIB1
239819_at,
239820_at,
239821_at,FLJ30064
239822_at,LINC01354
239823_at,LOC101927841
239824_s_at,TMEM107
239825_at,
239826_at,
239827_at,RGCC
239828_at,AK9
239829_at,
239830_at,
239831_at,TMEM106C
239832_at,
239833_at,
239834_at,
239835_at,KBTBD8
239836_at,
239837_at,ADAM11
239838_at,ZNF776
239839_at,ZNF555
239840_at,TMEM161B-AS1
239841_at,
239842_x_at,
239843_at,RIT1
239844_x_at,C1orf228
239845_at,
239846_at,MTHFD1
239847_at,
239848_at,EIF3M
239849_at,
239850_at,
239851_at,
239852_at,MMAA
239853_at,KLC3
239854_at,SYCE3
239855_at,PPM1L
239856_at,
239857_at,
239858_at,
239859_x_at,ATP5S
239860_at,LOC100130232
239861_at,
239862_at,
239863_at,
239864_at,LOC100130175///BBIP1
239865_at,USP6NL
239866_at,
239867_at,
239868_at,
239869_at,
239870_at,SPATS1
239871_at,CLTC
239872_at,
239873_at,
239874_at,PDE8A
239875_at,NAB1
239876_at,
239877_at,LOC157740
239878_at,IPMK
239879_at,LINC01114
239880_at,UBE2E2-AS1
239881_at,
239882_at,LOC101928304
239883_s_at,ANO4
239884_at,CADPS
239885_at,
239886_at,
239887_at,LOC101928554
239888_at,UBQLN2
239889_at,SERP2
239890_s_at,SERP2
239891_x_at,RAB12
239892_at,
239893_at,
239894_at,NEBL-AS1
239895_at,AQR
239896_at,GS1-124K5.4
239897_at,BCLAF1
239898_x_at,ZNF286A
239899_at,RNF145
239900_x_at,
239901_at,
239902_at,
239903_at,TPBG
239904_at,
239905_at,YTHDC1
239906_at,
239907_at,
239908_at,
